episode,mode,total_reward,avg_runtime,avg_cost,avg_quality
1,train_rl,3.002202975068089,33.72457777779992,32.425010440666085,0.931188536105948
2,train_rl,2.663838577597179,43.464554345595,36.17524295968909,0.9309667020458562
3,train_rl,3.147362411237309,27.14530510241608,31.26769119710059,0.9215374637450451
4,train_rl,2.8308339858312395,35.092773323170064,36.80898468048717,0.9256755871845341
5,train_rl,2.929790055945456,36.96281880367191,30.342995639679703,0.9224870834058493
6,train_rl,2.973570661472788,36.258293092405665,32.29411312045186,0.9374761633588452
7,train_rl,2.7555846627101364,41.78366534219325,34.22978641992829,0.9311841913526349
8,train_rl,2.8688597215217815,34.43036309646668,35.70483197604746,0.924447919666927
9,train_rl,2.9870384384925375,32.7651028807871,32.55863126309601,0.924026358417923
10,train_rl,2.783119494399926,36.436286456711485,37.19185435121768,0.924764602919631
11,train_rl,3.130301015473705,28.83658042083224,31.62967785708766,0.9283914944843407
12,train_rl,2.8038297608911353,37.121010639112384,35.256079323190626,0.922651401989742
13,train_rl,2.792437523370383,39.995601915766834,33.975261107760915,0.9283418197917154
14,train_rl,2.891623258635276,34.53632075214797,33.08904683577217,0.916451489666656
15,train_rl,3.0432189261397418,32.48435800784505,30.603178329803455,0.9240814669161909
16,train_rl,2.9692057089300463,29.33202757424001,36.283111977608975,0.9219168395452542
17,train_rl,2.8320382824371513,36.0145163258014,35.2880951519027,0.9229207138759508
18,train_rl,2.6138579584536776,47.144894001072856,33.51417778921517,0.9260669506421756
19,train_rl,3.135600269965588,31.132110407305703,29.351303765829876,0.9295371248587955
20,train_rl,2.8362611649096867,37.39118527320957,34.68524821048994,0.9276344004004349
21,train_rl,3.0070439884134856,31.24997325022422,32.311792431308255,0.9192176260903594
22,train_rl,2.83334036385008,35.15325917132333,37.94510097427145,0.9321598734979899
23,train_rl,2.6733828219568267,44.718956543444705,35.296823388172754,0.9347554640494525
24,train_rl,3.1475003180979293,29.301663040177225,29.866328041931887,0.9253400190301315
25,train_rl,3.115432904477534,31.142926973530972,29.785326603439962,0.9277278487803615
26,train_rl,2.755361063782357,36.81827955070316,38.94297996382415,0.929878510329108
27,train_rl,2.9829781332051857,33.54390352391727,33.530700350850864,0.9319686460148778
28,train_rl,2.946260172389197,31.477306010953793,35.59806099516147,0.9246288695084157
29,train_rl,2.8419251387771585,38.45430520272546,35.38131871387763,0.9375631473384471
30,train_rl,2.8534746184867847,35.47756220970559,35.55497280086195,0.9258575987501946
31,train_rl,2.949220856202224,33.46700468776053,34.327677291772936,0.9288175811381121
32,train_rl,3.018902802501111,32.10449712428752,31.75305997760865,0.9230683460097031
33,train_rl,2.8357597077063024,41.73201283985772,32.32385441830347,0.9374312778320665
34,train_rl,2.8048159608457004,35.92606306849524,37.544446664735474,0.9283157408352937
35,train_rl,2.7267578487081527,38.45308903639391,36.988900913830925,0.9225615194927548
36,train_rl,3.0235631941846255,32.58856181407151,31.178983264422243,0.9235503642293938
37,train_rl,2.9474908160343913,34.22216598976022,32.501457432357824,0.9231162803174685
38,train_rl,2.9372330464935437,37.94759370744868,28.340450306106817,0.9188868293664862
39,train_rl,2.8444019673598917,36.13743750424344,35.81956383653319,0.9286654001758615
