episode,mode,total_reward,avg_runtime,avg_cost,avg_quality
1,train_rl,2.42163143191118,34.71780714107648,30.236739278682112,0.9301805900765879
2,train_rl,2.2936150788563543,35.47836520834707,36.59056289094831,0.9337484102105654
3,train_rl,2.2887625761405475,32.202897525991574,36.5787345334467,0.9160988043323282
4,train_rl,2.325483168789936,32.754315064724,35.29214119663494,0.9216030735042786
5,train_rl,2.0714162187867897,47.30645477709428,35.900619800072434,0.933889427582531
6,train_rl,2.4903549957425115,30.966240749888627,30.754593814676635,0.9311929217584541
7,train_rl,2.4547474918882823,29.57441496249854,34.213172222235336,0.9326248088957401
8,train_rl,2.2068761022120382,36.27653335534721,38.9034951477484,0.9276191680684877
9,train_rl,2.5192743907336954,28.43356080385234,31.263894852570797,0.9283058759655396
10,train_rl,2.4328562102614417,32.583261197572796,30.443036390290125,0.923345540504675
11,train_rl,2.3106326364351206,33.238578390094645,34.91046944016224,0.9184033982600646
12,train_rl,2.3934897346880746,32.86276961894228,30.24549599931353,0.9139137617632977
13,train_rl,2.4325743827928514,31.37307996310076,31.862194351866492,0.9243199672730491
14,train_rl,2.3282979226275,34.02462431204645,33.233159512930705,0.9183633997817607
15,train_rl,2.46371156220114,28.502249321763088,32.639761498969285,0.9216379446539467
16,train_rl,2.4168639890188306,31.901770503998506,31.22067267074368,0.9198282131284187
17,train_rl,2.305670337599918,37.89884843630099,33.96861096832539,0.9357548814231114
18,train_rl,2.121153049573436,48.262010445832544,31.99631482286606,0.931579888736852
19,train_rl,2.3901249784537626,35.899322867132966,31.67561232250521,0.9354059205616315
20,train_rl,2.533348074463032,26.789843669886555,32.47796269112322,0.9296760504208068
21,train_rl,2.4862691199011824,27.930909052377917,32.00517165082429,0.9212476834913066
22,train_rl,2.4125461676431694,33.53487598475221,33.45102554062454,0.9380660495376761
23,train_rl,2.429681056361559,33.17796453878996,30.194830688585174,0.9242842402272654
24,train_rl,2.187042521708661,37.85022287559614,40.20550172969939,0.9370392534536429
25,train_rl,2.389729979854218,34.53766269248452,29.167972988998503,0.9159606733709698
26,train_rl,2.2257969688772703,40.658637194759834,33.968908013361,0.9295869682599217
27,train_rl,2.4193345343198747,36.481162461218574,28.191841764016125,0.9281986547061422
28,train_rl,2.220494658166795,35.888354199322066,40.05291586787014,0.9348300148776598
29,train_rl,2.2397990066395392,42.40876452684782,33.51296994070505,0.9395584239976492
30,train_rl,2.5595980706418837,25.025028198027737,29.36986462067224,0.9118739817539707
31,train_rl,2.205890000761428,36.863133365164416,38.52049660750337,0.9283906500536959
32,train_rl,2.2822971243548467,42.16718912865236,31.29584363122613,0.9378894448881041
33,train_rl,2.2943117511616054,33.16147786612551,36.31515103828653,0.9209610823124615
34,train_rl,2.4505990636416506,30.28399120756501,30.212946199814844,0.915134452947312
35,train_rl,2.332445747306001,33.52890212943466,34.82327609362292,0.9248723279417882
36,train_rl,2.5091926141925587,26.23947323551137,33.13280492091243,0.9241595443302586
37,train_rl,2.282466828283356,36.318252502151296,35.376059434218625,0.9290882667526885
38,train_rl,2.184985334325069,39.56664209785857,37.29088953130373,0.9305339917270788
39,train_rl,2.4555624659623034,28.594339781747006,30.906031132260782,0.9113924710606147
