episode,mode,total_reward,avg_runtime,avg_cost,avg_quality
1,train_rl,2.98406410267236,33.0697777264826,33.15021402439014,0.9279127792888356
2,train_rl,2.636896607990875,43.66821027142319,36.81535792330342,0.929797162571808
3,train_rl,2.6010156909661557,41.9986479014026,39.555836633420746,0.9279755608673479
4,train_rl,2.757503460561156,38.40318503672275,37.43661868811163,0.9306997107364031
5,train_rl,3.0237563431541794,29.591382120098977,36.568909490731606,0.9355527266849888
6,train_rl,2.7967589535680246,34.76095687991916,37.715467678241126,0.9217339135044064
7,train_rl,3.034100838699416,31.0901157367234,32.39697477565812,0.9242556203017909
8,train_rl,2.8664233655500926,38.03043390344727,31.77851250700465,0.9223294051622781
9,train_rl,3.0111782904109345,29.467640382027298,36.206781951473936,0.9306077697496932
10,train_rl,2.394361394938481,50.22547603632223,40.67159664641183,0.9333576424013664
11,train_rl,2.8038252016010183,36.48300345827077,35.83842335513503,0.9223721743872326
12,train_rl,2.706196463758985,41.0139402574432,35.440522586859224,0.9235116069733091
13,train_rl,3.0142152359532464,30.18993306809668,34.907644305409384,0.9283309340581797
14,train_rl,2.615743747331125,41.083590175853416,39.85874316391802,0.9278604161650822
15,train_rl,3.1407610686088177,28.285429726026003,31.147511332376318,0.9253169190137751
16,train_rl,2.787612574315932,38.31704336708967,33.9849184075567,0.9190323237364183
17,train_rl,2.444246190075014,49.878080743287015,39.576659714785634,0.9361229403053659
18,train_rl,2.7918199764937297,37.61798141006939,36.717057918478275,0.9300391919414842
19,train_rl,2.664548063230903,38.3355388172071,40.57183744891629,0.9274464939767976
20,train_rl,2.8175863017011853,37.45228425579371,33.84506995447048,0.920004031391558
21,train_rl,3.060176858370543,29.63939535148246,32.5498081320935,0.9229813890919883
22,train_rl,2.760517736400642,35.76640088000854,39.191914507659796,0.92689512421847
23,train_rl,2.7924251834072997,35.36887176602068,37.541009187269644,0.9230344414479117
24,train_rl,2.8562903386712226,38.48535423233516,32.14959744872148,0.9244328261395278
25,train_rl,2.9462171897290195,31.307087345507256,35.794239128179,0.9247500703142352
26,train_rl,2.724483925521018,38.701660696959024,37.56583613184811,0.9262342692482392
27,train_rl,3.110778373355818,27.4272593212198,32.4148511244232,0.9213662268993786
28,train_rl,2.945497260866106,36.447051393682585,31.739836367048905,0.9300338909768786
29,train_rl,2.4933546455486426,43.167170232866866,41.28901761919694,0.9209518683700477
30,train_rl,2.742442722816452,40.88131613203486,35.36025724920857,0.9296964114695075
31,train_rl,2.572172195431366,45.425729216410346,38.55963953437809,0.9343612828402155
32,train_rl,2.940263046326808,34.34514943467393,34.89271972157026,0.9342419550465826
33,train_rl,2.648069375299886,40.12183375285323,38.44479817448724,0.9224470346966795
34,train_rl,2.62359745253976,43.20150826473654,37.831769096383496,0.9298858773135521
35,train_rl,2.4302273990465686,48.16423407897001,40.65372123351171,0.9301352563717223
36,train_rl,2.966879689969526,35.10686272666273,31.873650320456193,0.9282785032294999
37,train_rl,3.0339753661168007,33.16080679267746,30.471943938938352,0.9249588268814394
38,train_rl,3.026221423411462,29.13485822303423,34.64389232965321,0.9241380374457296
39,train_rl,2.8682175831522914,35.57480397104007,35.59739815925325,0.929504527281925
