episode,mode,total_reward,avg_runtime,avg_cost,avg_quality
1,train_rl,3.0549064675477213,20.98611684402341,22.08129450163495,0.9790636736152221
2,train_rl,2.980115907584439,23.230329220380934,23.707322898742824,0.9797172374917285
3,train_rl,2.970091942671382,22.935894814750167,23.821452965385244,0.9763097245685225
4,train_rl,2.9922518487627516,19.99988852629979,24.878036615886433,0.972452587901619
5,train_rl,2.886597412134243,29.746046952366143,21.81825341612776,0.9794708548760303
6,train_rl,2.8778270500278014,29.923126379826403,23.17590910249396,0.984951939918552
7,train_rl,3.0517550855186633,17.926832345419243,21.442777775197452,0.9597868219827492
8,train_rl,2.978495263228574,20.90460714694202,24.772891225860874,0.9730113076711581
9,train_rl,2.9194090296506747,27.339716866772157,22.614971487895247,0.9796256991860056
10,train_rl,3.0145459647172954,23.733727605980008,19.07480736563233,0.9676791660373856
11,train_rl,3.0517646562392073,20.184176836046426,21.16034363911662,0.9696637664356171
12,train_rl,2.931886172349733,26.1009864062844,21.899211412772555,0.9729725321827182
13,train_rl,2.982895439158677,25.11097268113408,22.208265077699938,0.9823200485838393
14,train_rl,2.950583432734615,24.164148209973014,23.078602314980024,0.973859610808419
15,train_rl,2.926637517127359,23.90615714304412,23.973296807124044,0.9710566490326806
16,train_rl,2.9363528131565304,25.217518411070532,21.065664358441555,0.9655041171366932
17,train_rl,3.142991549618608,17.939281516179232,19.752521055229515,0.9742069002616955
18,train_rl,2.9050379025540014,27.903302657007945,23.495583451385077,0.9832539061804655
19,train_rl,3.1505422913109697,14.8220253701683,20.093838918580047,0.9622148942714843
20,train_rl,2.9636350690357856,23.269338615339528,22.804855019959295,0.9712797354354404
21,train_rl,2.9299377027668085,26.25389543478593,23.16107466113661,0.9795592761713148
22,train_rl,2.9317742362415506,27.23557298986193,22.742877195931598,0.9828358099893553
23,train_rl,2.9557889989120394,22.186063480627897,26.006591242824445,0.9799105233452716
24,train_rl,3.14117897911991,17.28813918424753,20.184875763899083,0.9726598195207106
25,train_rl,2.9169746399780236,24.891758125653624,24.36593475601259,0.975532124402837
26,train_rl,3.06245635679801,21.731517898335046,19.518620872380005,0.9718647830530778
27,train_rl,2.9540929846654644,27.22604243732383,21.27660412173946,0.9810364789616826
28,train_rl,3.0066491759752108,22.249709563949793,21.927458088343766,0.9725481322552705
29,train_rl,3.0418765173699347,21.957148047532996,21.7009522879542,0.9787596310199196
30,train_rl,3.0143394925105746,21.572351179681522,22.481719993959235,0.9738552289958474
31,train_rl,3.019078401240827,21.758574246923025,22.328002241506955,0.9752024827523568
32,train_rl,2.781436767398558,30.5546775246703,25.944314274046576,0.9778541508432238
33,train_rl,2.959653222701869,26.6540408336974,19.673674980955692,0.9715518847487328
34,train_rl,2.971083063485803,27.257279649144643,20.191334618039374,0.9800138372073709
35,train_rl,2.8940093824500424,24.715132577589095,26.747398529070875,0.9808150011458103
36,train_rl,2.9078918385568766,28.52733720654603,22.51216200040302,0.9821704556739644
37,train_rl,2.8409401421907017,29.137246954538192,24.36296256634508,0.9777360831520917
38,train_rl,3.074855682975743,18.0449768193599,22.696195531756896,0.9724197824995198
39,train_rl,2.895863075432395,28.521928557830243,22.34974431617105,0.9783241332281051
