episode,mode,total_reward,avg_runtime,avg_cost,avg_quality
1,train_rl,3.120410365534643,37.07404890503463,30.181224797313735,0.9603584416186705
2,train_rl,3.271257652248522,30.986192057082604,30.556268204623336,0.9619638317582341
3,train_rl,3.4229820468988352,24.012490897747035,28.14708959585328,0.9453943118477687
4,train_rl,3.0852023833997406,37.114453986546444,31.77540341609228,0.9614897636931417
5,train_rl,3.3065223527868266,30.957623716666017,27.374636901584587,0.9529657736486182
6,train_rl,3.3804713292666593,28.66645369737207,27.275532272734363,0.955804195703864
7,train_rl,3.5420357944304284,22.07850324582937,26.58317570226317,0.9517155536265485
8,train_rl,3.184031851421773,34.71060873611321,29.878166839827355,0.9597502481640575
9,train_rl,3.235243543664339,34.02048176131351,28.549880504476114,0.9599005200618158
10,train_rl,3.2221997559128663,31.587289641875277,30.232654147697936,0.9535396701304393
11,train_rl,3.374767909448944,27.990310708473025,26.943341800025472,0.9496218444322814
12,train_rl,3.2312206523668077,31.81823184353584,30.648044244062845,0.958575510911355
13,train_rl,3.1120141993005546,36.08454150513238,31.582797614270568,0.9607395354571256
14,train_rl,3.341788840587157,32.13612995814102,24.721142699978003,0.9526441314080266
15,train_rl,3.0412680540046617,41.35985143142225,28.766418950096188,0.9588849627085245
16,train_rl,3.2367103847793373,32.359962473596624,29.514808845548135,0.9567159335515912
17,train_rl,3.259598737595484,34.75293093073003,27.140148547240603,0.96138514490895
18,train_rl,3.2168377208014816,31.700898572716113,32.74616452329893,0.9656028596403715
19,train_rl,3.241429083195885,32.17632271097627,30.015403767004546,0.9592444490290811
20,train_rl,3.1074247560129487,34.343027995326494,32.69424029470974,0.9566712926527708
21,train_rl,3.282904188006124,33.755188574102746,27.00354809554621,0.9603745209494695
22,train_rl,3.435453058495186,26.250309969665437,28.87794143054152,0.9627318687000719
23,train_rl,3.2742162349199204,32.4502466192667,28.783546612252405,0.9610122131415796
24,train_rl,3.5357077018845278,22.647974929926242,26.655427688359328,0.9536585534683333
25,train_rl,3.321816210495041,31.430641986456955,27.99196526698929,0.9614762783662396
26,train_rl,3.462086201852258,26.155085769371652,25.811476840263783,0.9522500534186287
27,train_rl,3.3497927803003646,27.942385703426815,27.141966832698348,0.9453803187406988
28,train_rl,3.477651446295906,25.42854038224011,25.464257813150613,0.9499942802361347
29,train_rl,3.397063976913408,25.31218092207662,28.416367394859122,0.9480555369673602
30,train_rl,3.569633416183873,21.85472900208405,25.58008907652747,0.9511007736298323
31,train_rl,3.4643079450129024,25.052653204420572,26.57645205330605,0.9510071152912134
32,train_rl,3.3605629581209158,28.203800406397345,26.570008113910312,0.9459816342257215
33,train_rl,3.2557199977528635,29.256623718608786,31.720467399755726,0.9560294551423952
34,train_rl,3.5349127833200598,22.790462952927033,24.794129771336664,0.9449055202853305
35,train_rl,3.561397606130945,21.2840966161694,26.133707392404112,0.9493685412690566
36,train_rl,3.265772721978574,30.402562073621926,30.330010790996614,0.9568174087188075
37,train_rl,3.230134605416135,34.63680175835194,27.855128399426906,0.9584865718721213
38,train_rl,3.4575378446169873,24.673567713371348,28.067678847463593,0.9552138017275722
39,train_rl,3.4813836846889403,22.08170052192239,27.246542251657228,0.9429179508056862
